K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
31.1022 0.104137 0.106014 0.108376 0.111332 0.115021 0.119627 0.125394 0.132656 0.141861 0.152434 0.164274 0.177978 0.19426 0.214098 0.238939 0.271052 0.314245 0.375422 0.468436 0.624344 0.903312 0.392048 0.836964 0.704984 0.51335 0.403287 0.333099 0.284631 0.249179 0.222101 0.2007 0.183292 0.168762 0.156322 0.145351 0.135509 0.127624 0.121376 0.116393 0.112404 0.109206 0.106646 0.104604 0.102989 0.101726 0.100758 0.100036 
31.1824 0.10391 0.105769 0.108111 0.111045 0.114709 0.119286 0.125021 0.132243 0.141401 0.151921 0.163701 0.177337 0.193539 0.213283 0.23801 0.269982 0.312992 0.373928 0.466618 0.622137 0.90148 0.39552 0.836694 0.70269 0.511397 0.40169 0.33177 0.283501 0.248204 0.221249 0.199948 0.182625 0.168166 0.155789 0.144873 0.135081 0.127238 0.121025 0.116072 0.112109 0.108934 0.106394 0.104371 0.102772 0.101525 0.100571 0.099863 
31.2625 0.10369 0.105531 0.107853 0.110765 0.114404 0.118953 0.124655 0.131839 0.14095 0.151416 0.163137 0.176705 0.19283 0.21248 0.237094 0.268925 0.311755 0.372453 0.464821 0.619954 0.899655 0.399017 0.836411 0.700419 0.509466 0.400114 0.330458 0.282388 0.247243 0.22041 0.199208 0.181968 0.16758 0.155265 0.144404 0.134661 0.126859 0.120681 0.115758 0.111821 0.108669 0.10615 0.104145 0.102563 0.101331 0.100391 0.0996963 
31.3427 0.103476 0.1053 0.107603 0.110492 0.114107 0.118628 0.124296 0.131442 0.140507 0.150921 0.162583 0.176084 0.192131 0.21169 0.236192 0.267884 0.310536 0.370997 0.463047 0.617795 0.897838 0.402538 0.836116 0.69817 0.507559 0.398557 0.329164 0.281289 0.246296 0.219583 0.198479 0.181321 0.167004 0.15475 0.143944 0.13425 0.126488 0.120345 0.115452 0.111541 0.108411 0.105912 0.103925 0.10236 0.101144 0.100218 0.0995363 
31.4228 0.103269 0.105075 0.107359 0.110226 0.113816 0.118309 0.123946 0.131053 0.140072 0.150434 0.162038 0.175474 0.191443 0.210911 0.235303 0.266857 0.309333 0.36956 0.461295 0.615659 0.896029 0.406084 0.83581 0.695944 0.505674 0.39702 0.327887 0.280206 0.245362 0.218768 0.197762 0.180685 0.166437 0.154244 0.143492 0.133846 0.126126 0.120016 0.115152 0.111267 0.10816 0.105681 0.103712 0.102164 0.100963 0.100052 0.099383 
31.503 0.103069 0.104858 0.107122 0.109968 0.113533 0.117999 0.123603 0.130672 0.139646 0.149957 0.161503 0.174873 0.190767 0.210144 0.234427 0.265846 0.308147 0.368143 0.459565 0.613548 0.89423 0.409653 0.835494 0.693741 0.503813 0.395504 0.326627 0.279139 0.244442 0.217966 0.197056 0.18006 0.165881 0.153748 0.143049 0.133451 0.12577 0.119695 0.11486 0.111 0.107916 0.105457 0.103507 0.101975 0.100789 0.099892 0.0992366 
31.5832 0.102876 0.104647 0.106892 0.109716 0.113258 0.117695 0.123268 0.1303 0.139229 0.149489 0.160978 0.174283 0.190102 0.20939 0.233564 0.264849 0.306977 0.366745 0.457857 0.611462 0.89244 0.413247 0.835169 0.691561 0.501976 0.394008 0.325385 0.278086 0.243536 0.217176 0.196361 0.179445 0.165334 0.15326 0.142615 0.133064 0.125423 0.119381 0.114576 0.110741 0.107679 0.10524 0.103308 0.101792 0.100622 0.0997392 0.0990971 
31.6633 0.10269 0.104443 0.106669 0.109472 0.112989 0.1174 0.12294 0.129935 0.13882 0.14903 0.160463 0.173704 0.189447 0.208647 0.232715 0.263866 0.305824 0.365366 0.456172 0.6094 0.890661 0.416865 0.834834 0.689406 0.500162 0.392533 0.324161 0.27705 0.242644 0.216399 0.195678 0.178841 0.164798 0.152783 0.142189 0.132685 0.125084 0.119076 0.114298 0.110489 0.107449 0.10503 0.103116 0.101617 0.100462 0.0995933 0.0989645 
31.7435 0.102512 0.104247 0.106453 0.109235 0.112728 0.117111 0.122621 0.129579 0.13842 0.148579 0.159957 0.173134 0.188804 0.207917 0.231879 0.262899 0.304689 0.364007 0.454509 0.607363 0.888894 0.420508 0.834492 0.687274 0.498371 0.391077 0.322954 0.276028 0.241765 0.215634 0.195006 0.178247 0.164271 0.152314 0.141772 0.132315 0.124753 0.118777 0.114029 0.110244 0.107226 0.104827 0.102931 0.101449 0.100309 0.0994544 0.0988389 
31.8236 0.10234 0.104058 0.106244 0.109005 0.112475 0.116831 0.122309 0.129231 0.138029 0.148139 0.159461 0.172576 0.188173 0.207199 0.231056 0.261946 0.303569 0.362667 0.452869 0.605351 0.887139 0.424176 0.834143 0.685167 0.496604 0.389642 0.321765 0.275022 0.240901 0.214882 0.194346 0.177664 0.163754 0.151855 0.141364 0.131953 0.124429 0.118487 0.113766 0.110006 0.10701 0.104631 0.102753 0.101287 0.100163 0.0993226 0.0987205 
31.9038 0.102175 0.103875 0.106043 0.108783 0.112229 0.116558 0.122006 0.128891 0.137646 0.147707 0.158975 0.172027 0.187552 0.206493 0.230247 0.261009 0.302467 0.361346 0.451251 0.603365 0.885396 0.427868 0.833788 0.683084 0.494861 0.388228 0.320594 0.274032 0.24005 0.214142 0.193698 0.177092 0.163247 0.151405 0.140965 0.1316 0.124114 0.118204 0.113512 0.109776 0.106802 0.104442 0.102582 0.101133 0.100024 0.0991979 0.0986092 
31.984 0.102017 0.103701 0.105849 0.108568 0.111991 0.116293 0.12171 0.12856 0.137272 0.147285 0.158499 0.171489 0.186943 0.205799 0.229451 0.260086 0.301382 0.360044 0.449656 0.601404 0.883668 0.431585 0.833428 0.681027 0.493143 0.386834 0.31944 0.273057 0.239213 0.213415 0.193061 0.176531 0.162751 0.150965 0.140575 0.131254 0.123807 0.117929 0.113264 0.109553 0.106601 0.104261 0.102419 0.100986 0.0998922 0.0990805 0.0985052 
32.0641 0.101867 0.103533 0.105663 0.10836 0.11176 0.116036 0.121423 0.128237 0.136907 0.146872 0.158032 0.170962 0.186345 0.205118 0.228669 0.259178 0.300313 0.358763 0.448084 0.599469 0.881954 0.435327 0.833063 0.678995 0.491448 0.385461 0.318304 0.272098 0.23839 0.212701 0.192435 0.17598 0.162264 0.150534 0.140194 0.130918 0.123508 0.117662 0.113025 0.109338 0.106408 0.104087 0.102263 0.100846 0.0997677 0.0989704 0.0984085 
32.1443 0.101725 0.103373 0.105484 0.108161 0.111537 0.115787 0.121143 0.127922 0.136551 0.146468 0.157576 0.170445 0.185758 0.204449 0.2279 0.258285 0.299262 0.3575 0.446535 0.59756 0.880256 0.439094 0.832695 0.676989 0.489777 0.384108 0.317186 0.271154 0.237581 0.211999 0.191822 0.17544 0.161788 0.150113 0.139822 0.13059 0.123217 0.117403 0.112793 0.10913 0.106222 0.10392 0.102114 0.100714 0.0996507 0.0988676 0.0983193 
32.2244 0.101589 0.10322 0.105312 0.107968 0.111321 0.115545 0.120872 0.127616 0.136203 0.146074 0.157129 0.169939 0.185183 0.203792 0.227144 0.257408 0.298227 0.356258 0.445009 0.595678 0.878573 0.442887 0.832324 0.675009 0.488131 0.382776 0.316085 0.270226 0.236786 0.21131 0.19122 0.174911 0.161322 0.149702 0.139459 0.13027 0.122934 0.117151 0.112569 0.10893 0.106043 0.103761 0.101973 0.100589 0.0995411 0.0987724 0.0982376 
32.3046 0.101461 0.103075 0.105148 0.107784 0.111114 0.115312 0.120609 0.127319 0.135865 0.145689 0.156693 0.169444 0.184619 0.203148 0.226403 0.256545 0.297209 0.355035 0.443506 0.593822 0.876907 0.446704 0.831952 0.673055 0.486509 0.381465 0.315003 0.269314 0.236005 0.210634 0.190629 0.174393 0.160866 0.1493 0.139106 0.12996 0.12266 0.116908 0.112353 0.108738 0.105872 0.10361 0.101839 0.100472 0.0994391 0.0986847 0.0981635 
32.3848 0.101341 0.102938 0.104992 0.107607 0.110914 0.115086 0.120354 0.12703 0.135536 0.145314 0.156266 0.168959 0.184067 0.202516 0.225674 0.255697 0.296209 0.353832 0.442027 0.591992 0.875259 0.450547 0.831578 0.671129 0.484912 0.380175 0.313938 0.268417 0.235238 0.20997 0.190051 0.173886 0.16042 0.148908 0.138761 0.129658 0.122394 0.116673 0.112145 0.108554 0.105709 0.103466 0.101713 0.100362 0.0993446 0.0986047 0.0980971 
32.4649 0.101229 0.102808 0.104844 0.107438 0.110722 0.114869 0.120108 0.12675 0.135215 0.144949 0.15585 0.168485 0.183526 0.201896 0.22496 0.254865 0.295226 0.352648 0.44057 0.59019 0.873629 0.454415 0.831205 0.669229 0.483339 0.378906 0.312892 0.267537 0.234485 0.20932 0.189484 0.17339 0.159985 0.148525 0.138426 0.129365 0.122137 0.116446 0.111945 0.108377 0.105554 0.10333 0.101594 0.10026 0.099258 0.0985325 0.0980385 
32.5451 0.101124 0.102686 0.104703 0.107277 0.110539 0.11466 0.11987 0.126478 0.134905 0.144593 0.155444 0.168022 0.182997 0.201289 0.224259 0.254048 0.29426 0.351485 0.439137 0.588415 0.872019 0.458309 0.830833 0.667357 0.481791 0.377657 0.311863 0.266672 0.233747 0.208682 0.18893 0.172906 0.15956 0.148153 0.1381 0.12908 0.121888 0.116228 0.111753 0.108209 0.105406 0.103202 0.101484 0.100166 0.0991791 0.0984681 0.0979879 
32.6253 0.101028 0.102572 0.10457 0.107124 0.110363 0.114459 0.11964 0.126216 0.134603 0.144247 0.155049 0.16757 0.18248 0.200695 0.223572 0.253246 0.293311 0.350341 0.437728 0.586667 0.870428 0.462229 0.830462 0.665513 0.480269 0.37643 0.310853 0.265823 0.233023 0.208058 0.188387 0.172432 0.159145 0.14779 0.137784 0.128805 0.121648 0.116018 0.111569 0.108048 0.105267 0.103081 0.101381 0.10008 0.0991082 0.0984117 0.0979453 
32.7054 0.100939 0.102466 0.104446 0.106979 0.110196 0.114267 0.11942 0.125962 0.13431 0.143911 0.154663 0.167129 0.181974 0.200113 0.222899 0.252459 0.292379 0.349218 0.436343 0.584947 0.868858 0.466174 0.830094 0.663697 0.478771 0.375224 0.309861 0.26499 0.232313 0.207446 0.187857 0.17197 0.158742 0.147438 0.137477 0.128539 0.121416 0.115816 0.111393 0.107896 0.105135 0.102969 0.101286 0.100001 0.0990453 0.0983634 0.0979109 
32.7856 0.100858 0.102368 0.104329 0.106842 0.110037 0.114083 0.119207 0.125717 0.134027 0.143584 0.154288 0.166699 0.181481 0.199544 0.222239 0.251688 0.291465 0.348115 0.434981 0.583255 0.867309 0.470146 0.82973 0.661909 0.477299 0.37404 0.308887 0.264173 0.231617 0.206848 0.187338 0.171519 0.158348 0.147095 0.137179 0.128282 0.121193 0.115623 0.111226 0.107752 0.105012 0.102865 0.1012 0.0999311 0.0989906 0.0983234 0.0978848 
32.8657 0.100786 0.102279 0.104221 0.106714 0.109886 0.113908 0.119004 0.125482 0.133754 0.143268 0.153924 0.16628 0.180999 0.198988 0.221594 0.250932 0.290569 0.347032 0.433643 0.581591 0.865783 0.474144 0.82937 0.660151 0.475853 0.372877 0.307931 0.263372 0.230936 0.206263 0.186832 0.171079 0.157966 0.146763 0.136891 0.128034 0.12098 0.115438 0.111067 0.107616 0.104897 0.102768 0.101121 0.0998692 0.0989442 0.0982917 0.0978671 
32.9459 0.100722 0.102198 0.104121 0.106594 0.109744 0.113741 0.11881 0.125255 0.13349 0.142962 0.15357 0.165872 0.180529 0.198445 0.220963 0.250192 0.28969 0.345969 0.43233 0.579956 0.864279 0.478167 0.829016 0.658422 0.474432 0.371735 0.306994 0.262588 0.23027 0.205691 0.186338 0.170651 0.157594 0.146441 0.136613 0.127795 0.120775 0.115262 0.110917 0.107488 0.10479 0.102681 0.101051 0.0998156 0.0989062 0.0982684 0.0978579 
33.0261 0.100667 0.102125 0.10403 0.106483 0.109611 0.113583 0.118624 0.125038 0.133236 0.142666 0.153227 0.165476 0.180071 0.197915 0.220346 0.249468 0.288829 0.344927 0.43104 0.578349 0.8628 0.482218 0.828668 0.656722 0.473037 0.370615 0.306076 0.26182 0.229618 0.205132 0.185856 0.170234 0.157234 0.146129 0.136345 0.127566 0.120579 0.115095 0.110775 0.107369 0.104692 0.102602 0.10099 0.0997705 0.0988768 0.0982538 0.0978574 
33.1062 0.10062 0.102061 0.103947 0.10638 0.109486 0.113434 0.118448 0.12483 0.132992 0.14238 0.152895 0.165091 0.179625 0.197398 0.219743 0.248759 0.287986 0.343905 0.429775 0.576772 0.861345 0.486294 0.828328 0.655053 0.471668 0.369517 0.305176 0.261068 0.228981 0.204587 0.185387 0.169829 0.156884 0.145828 0.136087 0.127347 0.120392 0.114937 0.110642 0.107259 0.104602 0.102531 0.100937 0.0997341 0.098856 0.0982479 0.0978658 
33.1864 0.100582 0.102005 0.103873 0.106286 0.10937 0.113294 0.118281 0.124632 0.132757 0.142104 0.152574 0.164718 0.179192 0.196894 0.219154 0.248067 0.28716 0.342904 0.428535 0.575224 0.859915 0.490398 0.827996 0.653414 0.470326 0.368441 0.304295 0.260332 0.228358 0.204055 0.18493 0.169435 0.156545 0.145537 0.135839 0.127136 0.120215 0.114788 0.110518 0.107158 0.104521 0.102469 0.100892 0.0997064 0.098844 0.0982509 0.0978832 
33.2665 0.100552 0.101958 0.103808 0.106201 0.109263 0.113163 0.118123 0.124444 0.132533 0.141839 0.152263 0.164356 0.17877 0.196403 0.21858 0.24739 0.286353 0.341924 0.42732 0.573706 0.858511 0.494528 0.827674 0.651806 0.469009 0.367387 0.303433 0.259614 0.227751 0.203537 0.184486 0.169054 0.156218 0.145257 0.135601 0.126936 0.120047 0.114648 0.110403 0.107065 0.104449 0.102416 0.100857 0.0996876 0.098841 0.0982629 0.0979097 
33.3467 0.100532 0.101921 0.103752 0.106124 0.109165 0.113042 0.117974 0.124265 0.132318 0.141585 0.151964 0.164006 0.178362 0.195926 0.21802 0.246729 0.285563 0.340965 0.426129 0.572217 0.857135 0.498686 0.827361 0.650229 0.46772 0.366355 0.30259 0.258912 0.227159 0.203033 0.184055 0.168684 0.155902 0.144988 0.135373 0.126746 0.119888 0.114518 0.110298 0.106982 0.104386 0.102372 0.10083 0.0996778 0.0988471 0.0982842 0.0979455 
33.4269 0.100521 0.101892 0.103705 0.106057 0.109077 0.112929 0.117835 0.124096 0.132114 0.141341 0.151676 0.163667 0.177966 0.195462 0.217476 0.246084 0.284792 0.340027 0.424964 0.570759 0.855786 0.502871 0.827061 0.648684 0.466457 0.365346 0.301766 0.258227 0.226581 0.202542 0.183636 0.168327 0.155597 0.144729 0.135156 0.126565 0.119739 0.114396 0.110201 0.106907 0.104332 0.102337 0.100813 0.0996772 0.0988624 0.0983148 0.0979907 
33.507 0.10052 0.101873 0.103667 0.106 0.108998 0.112826 0.117706 0.123936 0.13192 0.141108 0.151399 0.163341 0.177582 0.195011 0.216945 0.245456 0.284039 0.33911 0.423824 0.569332 0.854466 0.507083 0.826772 0.647172 0.465222 0.364359 0.300961 0.257558 0.226019 0.202066 0.183231 0.167982 0.155304 0.144482 0.134949 0.126394 0.1196 0.114285 0.110114 0.106842 0.104287 0.102311 0.100805 0.099686 0.0988873 0.098355 0.0980457 
33.5872 0.100527 0.101863 0.103639 0.105952 0.108928 0.112733 0.117587 0.123787 0.131737 0.140886 0.151134 0.163027 0.177211 0.194575 0.21643 0.244844 0.283305 0.338215 0.422709 0.567935 0.853175 0.511323 0.826497 0.645691 0.464013 0.363394 0.300175 0.256907 0.225473 0.201604 0.182838 0.167649 0.155022 0.144245 0.134753 0.126234 0.119471 0.114183 0.110036 0.106787 0.104252 0.102294 0.100806 0.0997044 0.0989217 0.0984049 0.0981105 
33.6673 0.100545 0.101863 0.10362 0.105913 0.108868 0.11265 0.117477 0.123648 0.131564 0.140675 0.15088 0.162724 0.176854 0.194152 0.21593 0.244249 0.28259 0.337341 0.42162 0.56657 0.851914 0.515591 0.826236 0.644244 0.462832 0.362453 0.29941 0.256273 0.224941 0.201155 0.182459 0.167328 0.154752 0.14402 0.134567 0.126084 0.119352 0.114091 0.109968 0.106741 0.104226 0.102288 0.100818 0.0997324 0.098966 0.0984648 0.0981854 
33.7475 0.100572 0.101873 0.103611 0.105884 0.108818 0.112576 0.117378 0.12352 0.131402 0.140475 0.150638 0.162435 0.176509 0.193743 0.215444 0.24367 0.281893 0.336489 0.420557 0.565237 0.850685 0.519887 0.82599 0.64283 0.46168 0.361534 0.298663 0.255656 0.224426 0.200721 0.182093 0.16702 0.154494 0.143806 0.134393 0.125945 0.119243 0.114008 0.10991 0.106704 0.10421 0.102291 0.100838 0.0997704 0.0990202 0.0985347 0.0982705 
33.8277 0.10061 0.101893 0.103612 0.105865 0.108777 0.112513 0.117289 0.123402 0.131251 0.140287 0.150408 0.162157 0.176177 0.193348 0.214974 0.243108 0.281215 0.335659 0.41952 0.563935 0.849488 0.524211 0.825761 0.64145 0.460555 0.360639 0.297937 0.255057 0.223926 0.200302 0.181741 0.166725 0.154248 0.143604 0.134229 0.125816 0.119144 0.113936 0.109862 0.106678 0.104204 0.102304 0.100869 0.0998184 0.0990847 0.098615 0.0983661 
33.9078 0.100657 0.101922 0.103623 0.105856 0.108747 0.112459 0.11721 0.123295 0.131112 0.14011 0.15019 0.161892 0.175859 0.192968 0.21452 0.242563 0.280556 0.334851 0.41851 0.562666 0.848323 0.528563 0.825549 0.640104 0.459458 0.359767 0.297231 0.254476 0.223442 0.199897 0.181402 0.166442 0.154015 0.143414 0.134077 0.125698 0.119056 0.113874 0.109824 0.106662 0.104209 0.102327 0.10091 0.0998767 0.0991595 0.0987058 0.0984723 
33.988 0.100715 0.101963 0.103644 0.105858 0.108728 0.112417 0.117142 0.123199 0.130983 0.139945 0.149984 0.16164 0.175554 0.192602 0.214081 0.242036 0.279916 0.334065 0.417526 0.561429 0.847193 0.532945 0.825356 0.638793 0.45839 0.358919 0.296545 0.253912 0.222974 0.199507 0.181077 0.166173 0.153794 0.143235 0.133936 0.125591 0.118978 0.113823 0.109796 0.106656 0.104223 0.10236 0.100962 0.0999456 0.099245 0.0988074 0.0985895 
34.0681 0.100784 0.102013 0.103676 0.10587 0.108718 0.112384 0.117085 0.123113 0.130866 0.139792 0.14979 0.161401 0.175263 0.19225 0.213658 0.241525 0.279296 0.333301 0.416569 0.560225 0.846097 0.537355 0.825182 0.637517 0.457351 0.358095 0.295879 0.253366 0.222523 0.199132 0.180766 0.165916 0.153585 0.143068 0.133807 0.125495 0.118912 0.113782 0.109779 0.10666 0.104248 0.102404 0.101024 0.100025 0.0993414 0.09892 0.0987179 
34.1483 0.100864 0.102075 0.103719 0.105893 0.10872 0.112363 0.117038 0.123039 0.13076 0.139651 0.149609 0.161175 0.174986 0.191914 0.213251 0.241032 0.278696 0.332561 0.41564 0.559055 0.845036 0.541795 0.825029 0.636277 0.456341 0.357294 0.295234 0.252839 0.222087 0.198772 0.180469 0.165673 0.153389 0.142914 0.133689 0.12541 0.118856 0.113753 0.109773 0.106676 0.104283 0.102459 0.101097 0.100116 0.0994488 0.0990438 0.0988577 
34.2285 0.100955 0.102148 0.103773 0.105926 0.108732 0.112353 0.117003 0.122976 0.130666 0.139522 0.149441 0.160963 0.174723 0.191592 0.212859 0.240557 0.278115 0.331843 0.414738 0.557919 0.844013 0.546265 0.824898 0.635074 0.455361 0.356518 0.29461 0.252329 0.221669 0.198428 0.180186 0.165444 0.153206 0.142771 0.133584 0.125337 0.118811 0.113734 0.109777 0.106702 0.10433 0.102524 0.101181 0.100217 0.0995676 0.0991791 0.0990091 
34.3086 0.101057 0.102231 0.103837 0.105971 0.108756 0.112354 0.11698 0.122925 0.130584 0.139405 0.149286 0.160764 0.174474 0.191285 0.212484 0.2401 0.277555 0.331148 0.413863 0.556818 0.843026 0.550764 0.824789 0.633907 0.45441 0.355767 0.294007 0.251839 0.221267 0.198098 0.179918 0.165228 0.153036 0.142642 0.13349 0.125276 0.118779 0.113726 0.109793 0.106739 0.104387 0.102601 0.101277 0.100331 0.099698 0.0993263 0.0991726 
34.3888 0.101171 0.102327 0.103914 0.106027 0.108791 0.112366 0.116967 0.122886 0.130515 0.139301 0.149144 0.160578 0.174239 0.190993 0.212126 0.23966 0.277014 0.330477 0.413017 0.555751 0.842078 0.555294 0.824705 0.632778 0.45349 0.35504 0.293425 0.251367 0.220882 0.197785 0.179665 0.165026 0.152879 0.142525 0.133409 0.125227 0.118757 0.11373 0.10982 0.106788 0.104456 0.10269 0.101383 0.100455 0.0998402 0.0994854 0.0993483 
34.4689 0.101296 0.102434 0.104002 0.106095 0.108838 0.11239 0.116967 0.122859 0.130457 0.13921 0.149015 0.160407 0.174019 0.190717 0.211784 0.239239 0.276494 0.32983 0.412199 0.554719 0.841169 0.559854 0.824646 0.631687 0.4526 0.354339 0.292864 0.250914 0.220514 0.197487 0.179426 0.164839 0.152736 0.142421 0.13334 0.125189 0.118748 0.113746 0.109859 0.106848 0.104537 0.10279 0.101502 0.100592 0.0999946 0.099657 0.0995366 
34.5491 0.101434 0.102553 0.104102 0.106175 0.108896 0.112426 0.116979 0.122844 0.130413 0.139132 0.148899 0.160249 0.173814 0.190457 0.211459 0.238837 0.275995 0.329206 0.411409 0.553723 0.840301 0.564445 0.824614 0.630634 0.45174 0.353662 0.292325 0.25048 0.220164 0.197206 0.179202 0.164665 0.152607 0.142331 0.133285 0.125165 0.11875 0.113774 0.109909 0.106921 0.10463 0.102902 0.101633 0.100741 0.100162 0.0998412 0.0997377 
34.6293 0.101585 0.102685 0.104214 0.106267 0.108967 0.112474 0.117003 0.122842 0.130381 0.139067 0.148798 0.160106 0.173623 0.190213 0.211152 0.238453 0.275517 0.328607 0.410649 0.552764 0.839474 0.569068 0.824609 0.629621 0.450913 0.353012 0.291808 0.250066 0.219831 0.19694 0.178994 0.164506 0.152491 0.142254 0.133242 0.125152 0.118765 0.113813 0.109972 0.107005 0.104734 0.103026 0.101777 0.100903 0.100341 0.100038 0.0999521 
34.7094 0.101748 0.102829 0.104338 0.106371 0.10905 0.112535 0.117039 0.122852 0.130363 0.139016 0.14871 0.159977 0.173448 0.189985 0.210861 0.238088 0.27506 0.328032 0.409918 0.551841 0.83869 0.573722 0.824633 0.628647 0.450116 0.352387 0.291314 0.249671 0.219517 0.196692 0.178802 0.164362 0.15239 0.142191 0.133212 0.125153 0.118793 0.113866 0.110047 0.107102 0.104852 0.103163 0.101933 0.101078 0.100534 0.100249 0.10018 
34.7896 0.101925 0.102986 0.104476 0.106488 0.109146 0.112608 0.117089 0.122876 0.130357 0.138979 0.148637 0.159864 0.173289 0.189773 0.210588 0.237742 0.274625 0.327482 0.409217 0.550955 0.837949 0.578408 0.824687 0.627714 0.449352 0.351789 0.290842 0.249296 0.21922 0.19646 0.178625 0.164233 0.152303 0.142141 0.133196 0.125167 0.118834 0.113931 0.110135 0.107211 0.104982 0.103313 0.102102 0.101266 0.10074 0.100473 0.100422 
34.8697 0.102114 0.103157 0.104626 0.106618 0.109254 0.112695 0.117151 0.122913 0.130366 0.138956 0.148578 0.159765 0.173145 0.189578 0.210334 0.237416 0.274211 0.326957 0.408545 0.550107 0.837253 0.583127 0.824772 0.626822 0.44862 0.351217 0.290392 0.248942 0.218942 0.196245 0.178464 0.16412 0.152231 0.142106 0.133194 0.125194 0.118887 0.114009 0.110236 0.107333 0.105125 0.103476 0.102284 0.101467 0.10096 0.100711 0.100678 
34.9499 0.102318 0.103341 0.104791 0.106762 0.109376 0.112794 0.117227 0.122963 0.130389 0.138947 0.148534 0.159682 0.173018 0.1894 0.210097 0.23711 0.27382 0.326457 0.407905 0.549298 0.836602 0.587878 0.82489 0.625972 0.447922 0.350673 0.289966 0.248608 0.218682 0.196048 0.17832 0.164022 0.152174 0.142085 0.133206 0.125235 0.118955 0.1141 0.11035 0.107469 0.105281 0.103653 0.102481 0.101683 0.101195 0.100964 0.100949 
35.0301 0.102536 0.103539 0.104969 0.106919 0.109512 0.112908 0.117317 0.123028 0.130425 0.138953 0.148505 0.159614 0.172907 0.189239 0.209879 0.236824 0.273451 0.325983 0.407295 0.548527 0.835998 0.592663 0.825043 0.625164 0.447256 0.350156 0.289563 0.248295 0.218442 0.195868 0.178192 0.16394 0.152132 0.14208 0.133233 0.12529 0.119036 0.114205 0.110478 0.107619 0.105452 0.103844 0.102691 0.101912 0.101443 0.101232 0.101235 
35.1102 0.102769 0.103752 0.105161 0.10709 0.109662 0.113035 0.117421 0.123106 0.130477 0.138974 0.148492 0.159563 0.172812 0.189096 0.209679 0.236558 0.273104 0.325536 0.406717 0.547796 0.835442 0.597482 0.82523 0.624399 0.446625 0.349666 0.289184 0.248003 0.21822 0.195706 0.178081 0.163874 0.152106 0.142089 0.133274 0.12536 0.119131 0.114324 0.11062 0.107782 0.105636 0.104049 0.102916 0.102157 0.101707 0.101515 0.101537 
35.1904 0.103017 0.103979 0.105368 0.107276 0.109826 0.113177 0.117539 0.1232 0.130543 0.13901 0.148495 0.159528 0.172735 0.18897 0.209499 0.236313 0.272781 0.325115 0.40617 0.547105 0.834936 0.602335 0.825454 0.623679 0.446027 0.349205 0.28883 0.247732 0.218019 0.195562 0.177988 0.163824 0.152096 0.142114 0.13333 0.125444 0.11924 0.114458 0.110776 0.10796 0.105835 0.104268 0.103156 0.102417 0.101987 0.101814 0.101855 
35.2705 0.10328 0.104222 0.105589 0.107477 0.110005 0.113333 0.117672 0.123308 0.130625 0.139062 0.148513 0.159509 0.172675 0.188863 0.209338 0.236089 0.272481 0.324721 0.405656 0.546456 0.834479 0.607223 0.825716 0.623003 0.445465 0.348772 0.288499 0.247483 0.217837 0.195437 0.177912 0.163792 0.152102 0.142155 0.133402 0.125543 0.119365 0.114606 0.110947 0.108153 0.106049 0.104503 0.103411 0.102692 0.102282 0.102128 0.102189 
35.3507 0.103559 0.10448 0.105827 0.107693 0.110199 0.113505 0.117821 0.123432 0.130722 0.13913 0.148548 0.159507 0.172632 0.188775 0.209197 0.235887 0.272206 0.324354 0.405175 0.545847 0.834075 0.612146 0.826018 0.622372 0.444938 0.348368 0.288194 0.247257 0.217676 0.195331 0.177854 0.163777 0.152125 0.142212 0.133489 0.125657 0.119505 0.114769 0.111133 0.108361 0.106279 0.104753 0.103682 0.102983 0.102594 0.10246 0.102541 
35.4309 0.103854 0.104755 0.10608 0.107924 0.110409 0.113692 0.117985 0.123571 0.130836 0.139214 0.1486 0.159523 0.172608 0.188705 0.209076 0.235706 0.271954 0.324015 0.404727 0.545281 0.833723 0.617105 0.826361 0.621788 0.444447 0.347994 0.287914 0.247053 0.217535 0.195244 0.177815 0.163779 0.152164 0.142285 0.133593 0.125788 0.11966 0.114948 0.111334 0.108584 0.106524 0.10502 0.103969 0.103292 0.102922 0.102809 0.10291 
35.511 0.104167 0.105046 0.10635 0.108172 0.110635 0.113896 0.118165 0.123727 0.130966 0.139316 0.148669 0.159557 0.172602 0.188655 0.208975 0.235547 0.271727 0.323704 0.404313 0.544758 0.833426 0.6221 0.826746 0.621251 0.443993 0.347649 0.28766 0.246872 0.217415 0.195177 0.177794 0.163799 0.152222 0.142375 0.133713 0.125935 0.119831 0.115143 0.111552 0.108824 0.106785 0.105303 0.104273 0.103617 0.103268 0.103176 0.103298 
